Area;Item;Year;Value
Estonia;Agrifood Systems Waste Disposal;2020;258.8904
Estonia;Fertilizers Manufacturing;2000;42.2008
Estonia;Fertilizers Manufacturing;2020;5.8072
Estonia;Pesticides Manufacturing;2000;11
Estonia;Pesticides Manufacturing;2020;19
Estonia;On-farm Heat Use;2000;8
Estonia;On-farm Heat Use;2020;6
Estonia;On-farm Electricity Use;2000;244.1832
Estonia;On-farm Electricity Use;2020;93.0675
Estonia;Food Processing;2000;499.4261
Estonia;Food Processing;2020;397.2282
Estonia;Food Packaging;2000;46.7072
Estonia;Food Packaging;2020;37.269
Estonia;Food Retail;2000;270.0789
Estonia;Food Retail;2020;338.2283
Estonia;Food Household Consumption;2000;224.6239
Estonia;Food Household Consumption;2020;191.7941
Estonia;Food Transport;2000;143.6175
Estonia;Food Transport;2020;209.4318
Estonia;Energy;2000;16544.92
Estonia;Energy;2020;16240.19
Estonia;IPPU;2000;892.2985
Estonia;IPPU;2020;267.6245
Estonia;Waste;2000;1706.335
Estonia;Waste;2020;2134.926
Estonia;Other;2000;49.82
Estonia;Other;2020;36.305
Eswatini;Crop Residues;2000;6.4439
Eswatini;Crop Residues;2020;5.5623
Eswatini;Rice Cultivation;2000;0.098
Eswatini;Rice Cultivation;2020;0.5978
Eswatini;Burning - Crop residues;2000;8.6962
Eswatini;Burning - Crop residues;2020;10.0335
Eswatini;Enteric Fermentation;2000;633.7794
Eswatini;Enteric Fermentation;2020;643.6484
Eswatini;Manure Management;2000;28.4125
Eswatini;Manure Management;2020;30.1924
Eswatini;Manure left on Pasture;2000;296.1227
Eswatini;Manure left on Pasture;2020;298.6428
Eswatini;Manure applied to Soils;2000;10.346
Eswatini;Manure applied to Soils;2020;11.2109
Eswatini;Drained organic soils;2000;0
Eswatini;Drained organic soils;2020;0
Eswatini;Drained organic soils (CO2);2000;0
Eswatini;Drained organic soils (CO2);2020;0
Eswatini;Drained organic soils (N2O);2000;0
Eswatini;Drained organic soils (N2O);2020;0
Eswatini;On-farm energy use;2000;37.999
Eswatini;On-farm energy use;2020;62.3841
Eswatini;Forestland;2000;-486.299
Eswatini;Forestland;2020;-475.613
Eswatini;Net Forest conversion;2000;356.3342
Eswatini;Net Forest conversion;2020;347.6799
Eswatini;Savanna fires;2000;25.6252
Eswatini;Savanna fires;2020;23.1972
Eswatini;Fires in organic soils;2000;0
Eswatini;Fires in organic soils;2020;0
Eswatini;Forest fires;2000;56.4755
Eswatini;Forest fires;2020;7.6487
Eswatini;Fires in humid tropical forests;2000;0
Eswatini;Fires in humid tropical forests;2020;0
Eswatini;Agrifood Systems Waste Disposal;2000;129.8596
Eswatini;Agrifood Systems Waste Disposal;2020;166.7963
Eswatini;On-farm Electricity Use;2000;107.5593
Eswatini;On-farm Electricity Use;2020;227.685
Eswatini;Food Processing;2000;220.1624
Eswatini;Food Processing;2020;339.1679
Eswatini;Food Packaging;2000;0.044
Eswatini;Food Packaging;2020;0.0554
Eswatini;Food Retail;2000;24.4558
Eswatini;Food Retail;2020;164.7429
Eswatini;Food Household Consumption;2000;41.1549
Eswatini;Food Household Consumption;2020;61.8135
Eswatini;Food Transport;2000;59.5362
Eswatini;Food Transport;2020;84.5021
Eswatini;Energy;2000;1398.9845
Eswatini;Energy;2020;1010.214
Eswatini;IPPU;2000;9.831
Eswatini;IPPU;2020;12.712
Eswatini;Waste;2000;472.9975
Eswatini;Waste;2020;161.93
Eswatini;Other;2000;19.6895
Eswatini;Other;2020;17.702
Ethiopia;Crop Residues;2000;441.2454
Ethiopia;Crop Residues;2020;1361.037
Ethiopia;Rice Cultivation;2000;32.144
Ethiopia;Rice Cultivation;2020;245.1999
Ethiopia;Burning - Crop residues;2000;197.6814
Ethiopia;Burning - Crop residues;2020;296.4518
Ethiopia;Enteric Fermentation;2000;35280.1904
Ethiopia;Enteric Fermentation;2020;83861.4396
Ethiopia;Manure Management;2000;1352.9595
Ethiopia;Manure Management;2020;3274.3884
Ethiopia;Manure left on Pasture;2000;15805.5492
Ethiopia;Manure left on Pasture;2020;38382.6998
Ethiopia;Manure applied to Soils;2000;303.1464
Ethiopia;Manure applied to Soils;2020;696.3064
Ethiopia;Synthetic Fertilizers;2000;422.1024
Ethiopia;Synthetic Fertilizers;2020;2318.1843
Ethiopia;Drained organic soils;2000;5950.8988
Ethiopia;Drained organic soils;2020;5925.8173
Ethiopia;Drained organic soils (CO2);2000;5641.7776
Ethiopia;Drained organic soils (CO2);2020;5622.6196
Ethiopia;Drained organic soils (N2O);2000;309.1212
Ethiopia;Drained organic soils (N2O);2020;303.1976
Ethiopia;On-farm energy use;2000;130.1354
Ethiopia;On-farm energy use;2020;722.6503
Ethiopia;Forestland;2000;135.8757
Ethiopia;Forestland;2020;-6342.9168
Ethiopia;Net Forest conversion;2000;19405.8333
Ethiopia;Net Forest conversion;2020;31196.0308
Ethiopia;Savanna fires;2000;4653.2991
Ethiopia;Savanna fires;2020;2953.1059
Ethiopia;Fires in organic soils;2000;0
Ethiopia;Fires in organic soils;2020;0
Ethiopia;Forest fires;2000;3165.6368
Ethiopia;Forest fires;2020;1489.789
Ethiopia;Fires in humid tropical forests;2000;441.2528
Ethiopia;Fires in humid tropical forests;2020;243.6391
Ethiopia;Agrifood Systems Waste Disposal;2000;6192.4652
Ethiopia;Agrifood Systems Waste Disposal;2020;8536.8387
Ethiopia;Pesticides Manufacturing;2000;12
Ethiopia;Pesticides Manufacturing;2020;76
Ethiopia;Food Retail;2000;21.1514
Ethiopia;Food Retail;2020;73.0804
Ethiopia;Food Household Consumption;2000;1.1499
Ethiopia;Food Household Consumption;2020;4.4066
Ethiopia;Food Transport;2000;173.9541
Ethiopia;Food Transport;2020;823.8699
Ethiopia;Energy;2000;16007.15
Ethiopia;Energy;2020;32193.5
Ethiopia;IPPU;2000;423.1587
Ethiopia;IPPU;2020;4050.4503
Ethiopia;Waste;2000;10067.668
Ethiopia;Waste;2020;18850.92
Ethiopia;Other;2000;614.8
Ethiopia;Other;2020;1081.2
Falkland Islands (Malvinas);Drained organic soils;2000;6571.8718
Falkland Islands (Malvinas);Drained organic soils;2020;6557.2724
Falkland Islands (Malvinas);Drained organic soils (CO2);2000;5525.9228
Falkland Islands (Malvinas);Drained organic soils (CO2);2020;5513.6247
Falkland Islands (Malvinas);Drained organic soils (N2O);2000;1045.949
Falkland Islands (Malvinas);Drained organic soils (N2O);2020;1043.6477
Falkland Islands (Malvinas);On-farm energy use;2000;1.0647
Falkland Islands (Malvinas);On-farm energy use;2020;0.5254
Falkland Islands (Malvinas);Forestland;2000;0
Falkland Islands (Malvinas);Forestland;2020;0
Falkland Islands (Malvinas);Net Forest conversion;2000;0
Falkland Islands (Malvinas);Net Forest conversion;2020;0
Falkland Islands (Malvinas);Savanna fires;2000;0.0372
Falkland Islands (Malvinas);Savanna fires;2020;0
Falkland Islands (Malvinas);Fires in organic soils;2000;0
Falkland Islands (Malvinas);Fires in organic soils;2020;0
Falkland Islands (Malvinas);Forest fires;2000;0.0495
Falkland Islands (Malvinas);Forest fires;2020;0
Falkland Islands (Malvinas);Fires in humid tropical forests;2000;0
Falkland Islands (Malvinas);Fires in humid tropical forests;2020;0
Falkland Islands (Malvinas);On-farm Electricity Use;2000;0.6749
Falkland Islands (Malvinas);On-farm Electricity Use;2020;0.8057
Falkland Islands (Malvinas);Food Household Consumption;2000;0.156
Falkland Islands (Malvinas);Food Household Consumption;2020;0.2104
Falkland Islands (Malvinas);Food Transport;2000;1.1421
Falkland Islands (Malvinas);Food Transport;2020;2.0589
Faroe Islands;Crop Residues;2000;0.0192
Faroe Islands;Crop Residues;2020;0.0192
Faroe Islands;Enteric Fermentation;2000;20.3191
Faroe Islands;Enteric Fermentation;2020;20.0602
Faroe Islands;Manure Management;2000;1.8252
Faroe Islands;Manure Management;2020;1.5538
Faroe Islands;Manure left on Pasture;2000;5.7075
Faroe Islands;Manure left on Pasture;2020;5.9848
Faroe Islands;Manure applied to Soils;2000;1.2777
Faroe Islands;Manure applied to Soils;2020;1.2008
Faroe Islands;Drained organic soils;2000;280.5481
Faroe Islands;Drained organic soils;2020;281.0543
Faroe Islands;Drained organic soils (CO2);2000;235.9155
Faroe Islands;Drained organic soils (CO2);2020;236.345
Faroe Islands;Drained organic soils (N2O);2000;44.6326
Faroe Islands;Drained organic soils (N2O);2020;44.7093
Faroe Islands;On-farm energy use;2000;336.5498
Faroe Islands;On-farm energy use;2020;292.3947
Faroe Islands;Forestland;2000;-0.0855
Faroe Islands;Forestland;2020;-0.0688
Faroe Islands;Net Forest conversion;2000;0
Faroe Islands;Net Forest conversion;2020;0
Faroe Islands;Savanna fires;2000;0
Faroe Islands;Savanna fires;2020;0
Faroe Islands;Fires in organic soils;2000;0
Faroe Islands;Fires in organic soils;2020;0
Faroe Islands;Forest fires;2000;0
Faroe Islands;Forest fires;2020;0
Faroe Islands;Fires in humid tropical forests;2000;0
Faroe Islands;Fires in humid tropical forests;2020;0
Faroe Islands;Agrifood Systems Waste Disposal;2000;7.7055
Faroe Islands;Agrifood Systems Waste Disposal;2020;12.2862
Faroe Islands;Pesticides Manufacturing;2000;0
Faroe Islands;Pesticides Manufacturing;2020;0
Faroe Islands;Food Retail;2000;6.2505
Faroe Islands;Food Retail;2020;6.339
Faroe Islands;Food Household Consumption;2000;0.0311
Faroe Islands;Food Household Consumption;2020;0.0277
Faroe Islands;Food Transport;2000;8.2458
Faroe Islands;Food Transport;2020;14.5565
Fiji;Crop Residues;2000;1.0863
Fiji;Crop Residues;2020;0.6302
Fiji;Rice Cultivation;2000;20.6702
Fiji;Rice Cultivation;2020;9.1924
Fiji;Burning - Crop residues;2000;4.1796
Fiji;Burning - Crop residues;2020;2.497
Fiji;Enteric Fermentation;2000;647.0989
Fiji;Enteric Fermentation;2020;254.1066
Fiji;Manure Management;2000;123.8349
Fiji;Manure Management;2020;111.6223
Fiji;Manure left on Pasture;2000;217.2
Fiji;Manure left on Pasture;2020;88.4703
Fiji;Manure applied to Soils;2000;22.0474
Fiji;Manure applied to Soils;2020;21.6613
Fiji;Synthetic Fertilizers;2000;13.7942
Fiji;Synthetic Fertilizers;2020;30.8215
Fiji;Drained organic soils;2000;85.2156
Fiji;Drained organic soils;2020;82.3096
Fiji;Drained organic soils (CO2);2000;81.7572
Fiji;Drained organic soils (CO2);2020;78.9817
Fiji;Drained organic soils (N2O);2000;3.4583
Fiji;Drained organic soils (N2O);2020;3.3279
Fiji;Forestland;2000;-2649.5076
Fiji;Forestland;2020;-2649.7285
Fiji;Net Forest conversion;2000;0
Fiji;Net Forest conversion;2020;0
Fiji;Savanna fires;2000;0.0108
Fiji;Savanna fires;2020;0
Fiji;Fires in organic soils;2000;0
Fiji;Fires in organic soils;2020;0
Fiji;Forest fires;2000;0.0718
Fiji;Forest fires;2020;0
Fiji;Fires in humid tropical forests;2000;0.0718
Fiji;Fires in humid tropical forests;2020;0
Fiji;Agrifood Systems Waste Disposal;2000;59.9581
Fiji;Agrifood Systems Waste Disposal;2020;77.2664
Fiji;Pesticides Manufacturing;2000;10
Fiji;Pesticides Manufacturing;2020;32
Fiji;On-farm Electricity Use;2000;2.9664
Fiji;On-farm Electricity Use;2020;3.4892
Fiji;Food Packaging;2020;0.0002
Fiji;Food Retail;2000;40.4084
Fiji;Food Retail;2020;175.39
Fiji;Food Household Consumption;2000;21.1343
Fiji;Food Household Consumption;2020;38.1486
Fiji;Food Transport;2000;44.792
Fiji;Food Transport;2020;50.1842
Fiji;Energy;2000;813.342
Fiji;Energy;2020;2623.197
Fiji;IPPU;2000;52.2725
Fiji;IPPU;2020;16.3085
Fiji;Waste;2000;306.7375
Fiji;Waste;2020;434.1155
Fiji;Other;2000;21.4385
Fiji;Other;2020;20.246
Finland;Crop Residues;2000;247.1865
Finland;Crop Residues;2020;204.5646
Finland;Burning - Crop residues;2000;5.6302
Finland;Burning - Crop residues;2020;7.4868
Finland;Enteric Fermentation;2000;2405.1549
Finland;Enteric Fermentation;2020;1878.8178
Finland;Manure Management;2000;796.7509
Finland;Manure Management;2020;637.8538
Finland;Manure left on Pasture;2000;211.8242
Finland;Manure left on Pasture;2020;176.647
Finland;Manure applied to Soils;2000;315.0152
Finland;Manure applied to Soils;2020;253.5949
Finland;Synthetic Fertilizers;2000;921.4523
Finland;Synthetic Fertilizers;2020;768.7009
Finland;Drained organic soils;2000;13779.2276
Finland;Drained organic soils;2020;16567.8187
Finland;Drained organic soils (CO2);2000;11606.7859
Finland;Drained organic soils (CO2);2020;13955.57
Finland;Drained organic soils (N2O);2000;2172.4417
Finland;Drained organic soils (N2O);2020;2612.2487
Finland;On-farm energy use;2000;1760.674
Finland;On-farm energy use;2020;276.0709
Finland;Forestland;2000;-38482.9987
Finland;Forestland;2020;0
Finland;Net Forest conversion;2000;1917.8619
Finland;Net Forest conversion;2020;0
Finland;Savanna fires;2000;0.2875
Finland;Savanna fires;2020;0
Finland;Fires in organic soils;2000;0
Finland;Fires in organic soils;2020;0
Finland;Forest fires;2000;1.2863
Finland;Forest fires;2020;0
Finland;Fires in humid tropical forests;2000;0
Finland;Fires in humid tropical forests;2020;0
Finland;Agrifood Systems Waste Disposal;2000;1922.5
Finland;Agrifood Systems Waste Disposal;2020;668.6601
Finland;Fertilizers Manufacturing;2000;249.4466
Finland;Fertilizers Manufacturing;2020;900.7624
Finland;Pesticides Manufacturing;2000;28
Finland;Pesticides Manufacturing;2020;67
Finland;On-farm Heat Use;2000;9
Finland;On-farm Heat Use;2020;5
Finland;On-farm Electricity Use;2000;271.6517
Finland;On-farm Electricity Use;2020;67.5003
Finland;Food Processing;2000;774.817
Finland;Food Processing;2020;551.3175
Finland;Food Packaging;2000;1025.3924
Finland;Food Packaging;2020;707.2275
Finland;Food Retail;2000;891.9037
Finland;Food Retail;2020;958.0173
Finland;Food Household Consumption;2000;587.0287
Finland;Food Household Consumption;2020;225.492
Finland;Food Transport;2000;876.4611
Finland;Food Transport;2020;888.025
Finland;Energy;2000;54861.7
Finland;Energy;2020;42282.65
Finland;IPPU;2000;3659.5434
Finland;IPPU;2020;4946.2751
Finland;Waste;2000;16907.06
Finland;Waste;2020;10654.76
Finland;Other;2000;355.1
Finland;Other;2020;209.88
France;Crop Residues;2000;3672.0766
France;Crop Residues;2020;3203.7131
France;Rice Cultivation;2000;280.4054
France;Rice Cultivation;2020;208.9987
France;Burning - Crop residues;2000;364.8378
France;Burning - Crop residues;2020;329.9245
France;Enteric Fermentation;2000;44354.5017
France;Enteric Fermentation;2020;36792.8673
France;Manure Management;2000;12737.5913
France;Manure Management;2020;10826.16
France;Manure left on Pasture;2000;4678.7959
France;Manure left on Pasture;2020;3895.5321
France;Manure applied to Soils;2000;5893.6156
France;Manure applied to Soils;2020;4951.8113
France;Synthetic Fertilizers;2000;12780.5989
France;Synthetic Fertilizers;2020;11464.2242
France;Drained organic soils;2000;7077.0728
France;Drained organic soils;2020;6812.6235
France;Drained organic soils (CO2);2000;6015.2058
France;Drained organic soils (CO2);2020;5791.4717
France;Drained organic soils (N2O);2000;1061.867
France;Drained organic soils (N2O);2020;1021.1519
France;On-farm energy use;2000;13153.3788
France;On-farm energy use;2020;11483.6779
France;Forestland;2000;-30397.84
France;Forestland;2020;-67236.84
France;Net Forest conversion;2000;0
France;Net Forest conversion;2020;0
France;Savanna fires;2000;6.9886
France;Savanna fires;2020;2.0067
France;Fires in organic soils;2000;0
France;Fires in organic soils;2020;0
France;Forest fires;2000;36.8619
France;Forest fires;2020;10.6677
France;Fires in humid tropical forests;2000;0
France;Fires in humid tropical forests;2020;0
France;Agrifood Systems Waste Disposal;2000;13657.9425
France;Agrifood Systems Waste Disposal;2020;8838.4997
France;Fertilizers Manufacturing;2000;1158.838
France;Fertilizers Manufacturing;2020;1480.5305
France;Pesticides Manufacturing;2000;1472
France;Pesticides Manufacturing;2020;1013
France;On-farm Heat Use;2000;5
France;On-farm Heat Use;2020;3
France;On-farm Electricity Use;2000;211.5384
France;On-farm Electricity Use;2020;312.7024
France;Food Processing;2000;49423.3541
France;Food Processing;2020;40590.1464
France;Food Packaging;2000;2247.4852
France;Food Packaging;2020;1462.8107
France;Food Retail;2000;10584.7825
France;Food Retail;2020;9101.6095
France;Food Household Consumption;2000;6518.6784
France;Food Household Consumption;2020;5078.4729
France;Food Transport;2000;10747.2058
France;Food Transport;2020;9491.8151
France;Energy;2000;374205
France;Energy;2020;268051.4
France;IPPU;2000;47984.4551
France;IPPU;2020;38092.8015
France;Waste;2000;29849.45
France;Waste;2020;25324.4
France;Other;2000;1913.3
France;Other;2020;861.25
French Guiana;Crop Residues;2000;1.6346
French Guiana;Rice Cultivation;2000;65.3785
French Guiana;Burning - Crop residues;2000;0.4677
French Guiana;Enteric Fermentation;2000;15.473
French Guiana;Manure Management;2000;1.8122
French Guiana;Manure left on Pasture;2000;4.3925
French Guiana;Manure applied to Soils;2000;1.3117
French Guiana;Drained organic soils;2000;12.8039
French Guiana;Drained organic soils;2020;37.2524
French Guiana;Drained organic soils (CO2);2000;12.2475
French Guiana;Drained organic soils (CO2);2020;35.7104
French Guiana;Drained organic soils (N2O);2000;0.5563
French Guiana;Drained organic soils (N2O);2020;1.542
French Guiana;On-farm energy use;2000;66.8359
French Guiana;On-farm energy use;2020;29.9335
French Guiana;Forestland;2000;0
French Guiana;Forestland;2020;-15.6017
French Guiana;Net Forest conversion;2000;3554.0597
French Guiana;Net Forest conversion;2020;2691.2875
French Guiana;Savanna fires;2000;0.0097
French Guiana;Savanna fires;2020;0.0133
French Guiana;Fires in organic soils;2000;0
French Guiana;Fires in organic soils;2020;0
French Guiana;Forest fires;2000;0.1265
French Guiana;Forest fires;2020;0.2776
French Guiana;Fires in humid tropical forests;2000;0.1265
French Guiana;Fires in humid tropical forests;2020;0.2776
French Guiana;Food Household Consumption;2000;7.6088
French Guiana;Food Household Consumption;2020;9.7125
French Guiana;Food Transport;2000;26.2091
French Guiana;Food Transport;2020;34.5263
French Polynesia;Crop Residues;2000;0.0159
French Polynesia;Crop Residues;2020;0.0093
French Polynesia;Burning - Crop residues;2000;0.0026
French Polynesia;Burning - Crop residues;2020;0.0024
French Polynesia;Enteric Fermentation;2000;23.4612
French Polynesia;Enteric Fermentation;2020;17.1009
French Polynesia;Manure Management;2000;17.2321
French Polynesia;Manure Management;2020;14.7103
French Polynesia;Manure left on Pasture;2000;8.0658
French Polynesia;Manure left on Pasture;2020;6.0568
French Polynesia;Manure applied to Soils;2000;2.387
